Ponto / Grupo,Data,Hora,Ativa C (kWh),Qualidade,Origem
RJAQTEENTR101 (L),15/02/2025,4,"21,642",Completo,AJUSTADO
RJAQTEENTR101 (L),15/02/2025,5,"19,073",Completo,AJUSTADO
RJAQTEENTR101 (L),15/02/2025,6,"487,291",Completo,AJUSTADO
RJAQTEENTR101 (L),15/02/2025,7,"1.227,473",Completo,AJUSTADO
RJAQTEENTR101 (L),15/02/2025,8,"1.235,064",Completo,AJUSTADO
RJAQTEENTR101 (L),15/02/2025,9,"1.266,244",Completo,AJUSTADO
RJAQTEENTR101 (L),15/02/2025,10,"1.245,981",Completo,AJUSTADO
RJAQTEENTR101 (L),15/02/2025,11,"1.175,406",Completo,AJUSTADO
RJAQTEENTR101 (L),15/02/2025,12,"999,456",Completo,AJUSTADO
RJAQTEENTR101 (L),15/02/2025,13,"1.050,626",Completo,AJUSTADO
RJAQTEENTR101 (L),15/02/2025,14,"1.243,065",Completo,AJUSTADO
RJAQTEENTR101 (L),15/02/2025,15,"1.228,308",Completo,AJUSTADO
RJAQTEENTR101 (L),15/02/2025,16,"679,512",Completo,AJUSTADO
RJAQTEENTR101 (L),15/02/2025,17,"31,087",Completo,AJUSTADO
RJAQTEENTR101 (L),15/02/2025,18,"31,641",Completo,AJUSTADO
RJAQTEENTR101 (L),15/02/2025,19,"33,353",Completo,AJUSTADO
RJAQTEENTR101 (L),15/02/2025,20,"33,208",Completo,AJUSTADO
RJAQTEENTR101 (L),15/02/2025,21,"31,395",Completo,AJUSTADO
RJAQTEENTR101 (L),15/02/2025,22,"24,899",Completo,AJUSTADO
RJAQTEENTR101 (L),15/02/2025,23,"24,436",Completo,AJUSTADO
RJAQTEENTR101 (L),15/02/2025,24,"24,332",Completo,AJUSTADO
RJAQTEENTR101 (L),16/02/2025,1,"22,343",Completo,AJUSTADO
RJAQTEENTR101 (L),16/02/2025,2,"16,707",Completo,AJUSTADO
RJAQTEENTR101 (L),16/02/2025,3,"15,573",Completo,AJUSTADO
RJAQTEENTR101 (L),16/02/2025,4,"15,735",Completo,AJUSTADO
RJAQTEENTR101 (L),16/02/2025,5,"15,780",Completo,AJUSTADO
RJAQTEENTR101 (L),16/02/2025,6,"14,925",Completo,AJUSTADO
RJAQTEENTR101 (L),16/02/2025,7,"13,316",Completo,AJUSTADO
RJAQTEENTR101 (L),16/02/2025,8,"14,381",Completo,AJUSTADO
RJAQTEENTR101 (L),16/02/2025,9,"14,057",Completo,AJUSTADO
RJAQTEENTR101 (L),16/02/2025,10,"14,963",Completo,AJUSTADO
RJAQTEENTR101 (L),16/02/2025,11,"21,235",Completo,AJUSTADO
RJAQTEENTR101 (L),16/02/2025,12,"17,952",Completo,AJUSTADO
RJAQTEENTR101 (L),16/02/2025,13,"15,713",Completo,AJUSTADO
RJAQTEENTR101 (L),16/02/2025,14,"16,474",Completo,AJUSTADO
RJAQTEENTR101 (L),16/02/2025,15,"18,436",Completo,AJUSTADO
RJAQTEENTR101 (L),16/02/2025,16,"17,309",Completo,AJUSTADO
RJAQTEENTR101 (L),16/02/2025,17,"15,715",Completo,AJUSTADO
RJAQTEENTR101 (L),16/02/2025,18,"15,371",Completo,AJUSTADO
RJAQTEENTR101 (L),16/02/2025,19,"15,267",Completo,AJUSTADO
RJAQTEENTR101 (L),16/02/2025,20,"20,064",Completo,AJUSTADO
RJAQTEENTR101 (L),16/02/2025,21,"16,986",Completo,AJUSTADO
RJAQTEENTR101 (L),16/02/2025,22,"17,930",Completo,AJUSTADO
RJAQTEENTR101 (L),16/02/2025,23,"16,309",Completo,AJUSTADO
RJAQTEENTR101 (L),16/02/2025,24,"15,979",Completo,AJUSTADO
RJAQTEENTR101 (L),17/02/2025,1,"17,145",Completo,AJUSTADO
RJAQTEENTR101 (L),17/02/2025,2,"17,344",Completo,AJUSTADO
RJAQTEENTR101 (L),17/02/2025,3,"17,036",Completo,AJUSTADO
RJAQTEENTR101 (L),17/02/2025,4,"15,479",Completo,AJUSTADO
RJAQTEENTR101 (L),17/02/2025,5,"16,248",Completo,AJUSTADO
RJAQTEENTR101 (L),17/02/2025,6,"873,065",Completo,AJUSTADO
RJAQTEENTR101 (L),17/02/2025,7,"1.005,471",Completo,AJUSTADO
RJAQTEENTR101 (L),17/02/2025,8,"1.014,069",Completo,AJUSTADO
RJAQTEENTR101 (L),17/02/2025,9,"910,217",Completo,AJUSTADO
RJAQTEENTR101 (L),17/02/2025,10,"787,455",Completo,AJUSTADO
RJAQTEENTR101 (L),17/02/2025,11,"9,261",Completo,AJUSTADO
RJAQTEENTR101 (L),17/02/2025,12,"11,808",Completo,AJUSTADO
RJAQTEENTR101 (L),17/02/2025,13,"43,457",Completo,AJUSTADO
RJAQTEENTR101 (L),17/02/2025,14,"40,007",Completo,AJUSTADO
RJAQTEENTR101 (L),17/02/2025,15,"25,132",Completo,AJUSTADO
RJAQTEENTR101 (L),17/02/2025,16,"15,728",Completo,AJUSTADO
RJAQTEENTR101 (L),17/02/2025,17,"13,427",Completo,AJUSTADO
RJAQTEENTR101 (L),17/02/2025,18,"12,368",Completo,AJUSTADO
RJAQTEENTR101 (L),17/02/2025,19,"12,717",Completo,AJUSTADO
RJAQTEENTR101 (L),17/02/2025,20,"14,878",Completo,AJUSTADO
RJAQTEENTR101 (L),17/02/2025,21,"16,495",Completo,AJUSTADO
RJAQTEENTR101 (L),17/02/2025,22,"17,174",Completo,AJUSTADO
RJAQTEENTR101 (L),17/02/2025,23,"13,805",Completo,AJUSTADO
RJAQTEENTR101 (L),17/02/2025,24,"13,416",Completo,AJUSTADO
RJAQTEENTR101 (L),18/02/2025,1,"13,225",Completo,AJUSTADO
RJAQTEENTR101 (L),18/02/2025,2,"13,486",Completo,AJUSTADO
RJAQTEENTR101 (L),18/02/2025,3,"14,280",Completo,AJUSTADO
RJAQTEENTR101 (L),18/02/2025,4,"12,919",Completo,AJUSTADO
RJAQTEENTR101 (L),18/02/2025,5,"13,952",Completo,AJUSTADO
RJAQTEENTR101 (L),18/02/2025,6,"50,595",Completo,AJUSTADO
RJAQTEENTR101 (L),18/02/2025,7,"612,154",Completo,AJUSTADO
RJAQTEENTR101 (L),18/02/2025,8,"1.158,486",Completo,AJUSTADO
RJAQTEENTR101 (L),18/02/2025,9,"1.223,269",Completo,AJUSTADO
RJAQTEENTR101 (L),18/02/2025,10,"1.218,568",Completo,AJUSTADO
RJAQTEENTR101 (L),18/02/2025,11,"1.208,198",Completo,AJUSTADO
RJAQTEENTR101 (L),18/02/2025,12,"1.096,461",Completo,AJUSTADO
RJAQTEENTR101 (L),18/02/2025,13,"983,429",Completo,AJUSTADO
RJAQTEENTR101 (L),18/02/2025,14,"884,331",Completo,AJUSTADO
RJAQTEENTR101 (L),18/02/2025,15,"966,108",Completo,AJUSTADO
RJAQTEENTR101 (L),18/02/2025,16,"1.208,366",Completo,AJUSTADO
RJAQTEENTR101 (L),18/02/2025,17,"1.268,382",Completo,AJUSTADO
RJAQTEENTR101 (L),18/02/2025,18,"796,353",Completo,AJUSTADO
RJAQTEENTR101 (L),18/02/2025,19,"56,643",Completo,AJUSTADO
RJAQTEENTR101 (L),18/02/2025,20,"33,381",Completo,AJUSTADO
RJAQTEENTR101 (L),18/02/2025,21,"34,744",Completo,AJUSTADO
RJAQTEENTR101 (L),18/02/2025,22,"28,648",Completo,AJUSTADO
RJAQTEENTR101 (L),18/02/2025,23,"26,754",Completo,AJUSTADO
RJAQTEENTR101 (L),18/02/2025,24,"25,528",Completo,AJUSTADO
RJAQTEENTR101 (L),19/02/2025,1,"24,526",Completo,AJUSTADO
RJAQTEENTR101 (L),19/02/2025,2,"24,523",Completo,AJUSTADO
RJAQTEENTR101 (L),19/02/2025,3,"23,771",Completo,AJUSTADO
RJAQTEENTR101 (L),19/02/2025,4,"22,589",Completo,AJUSTADO
RJAQTEENTR101 (L),19/02/2025,5,"22,868",Completo,AJUSTADO
RJAQTEENTR101 (L),19/02/2025,6,"875,833",Completo,AJUSTADO
RJAQTEENTR101 (L),19/02/2025,7,"945,017",Completo,AJUSTADO
RJAQTEENTR101 (L),19/02/2025,8,"1.034,420",Completo,AJUSTADO
RJAQTEENTR101 (L),19/02/2025,9,"1.016,162",Completo,AJUSTADO
RJAQTEENTR101 (L),19/02/2025,10,"1.048,771",Completo,AJUSTADO
RJAQTEENTR101 (L),19/02/2025,11,"1.095,648",Completo,AJUSTADO
RJAQTEENTR101 (L),19/02/2025,12,"1.153,515",Completo,AJUSTADO
RJAQTEENTR101 (L),19/02/2025,13,"949,917",Completo,AJUSTADO
RJAQTEENTR101 (L),19/02/2025,14,"1.141,172",Completo,AJUSTADO
RJAQTEENTR101 (L),19/02/2025,15,"1.133,704",Completo,AJUSTADO
RJAQTEENTR101 (L),19/02/2025,16,"1.098,338",Completo,AJUSTADO
RJAQTEENTR101 (L),19/02/2025,17,"1.112,514",Completo,AJUSTADO
RJAQTEENTR101 (L),19/02/2025,18,"436,875",Completo,AJUSTADO
RJAQTEENTR101 (L),19/02/2025,19,"42,020",Completo,AJUSTADO
RJAQTEENTR101 (L),19/02/2025,20,"36,809",Completo,AJUSTADO
RJAQTEENTR101 (L),19/02/2025,21,"32,101",Completo,AJUSTADO
RJAQTEENTR101 (L),19/02/2025,22,"30,652",Completo,AJUSTADO
RJAQTEENTR101 (L),19/02/2025,23,"27,520",Completo,AJUSTADO
RJAQTEENTR101 (L),19/02/2025,24,"26,483",Completo,AJUSTADO
RJAQTEENTR101 (L),20/02/2025,1,"26,081",Completo,AJUSTADO
RJAQTEENTR101 (L),20/02/2025,2,"26,108",Completo,AJUSTADO
RJAQTEENTR101 (L),20/02/2025,3,"25,441",Completo,AJUSTADO
RJAQTEENTR101 (L),20/02/2025,4,"18,983",Completo,AJUSTADO
RJAQTEENTR101 (L),20/02/2025,5,"17,350",Completo,AJUSTADO
RJAQTEENTR101 (L),20/02/2025,6,"765,684",Completo,AJUSTADO
RJAQTEENTR101 (L),20/02/2025,7,"972,748",Completo,AJUSTADO
RJAQTEENTR101 (L),20/02/2025,8,"1.145,984",Completo,AJUSTADO
RJAQTEENTR101 (L),20/02/2025,9,"1.203,414",Completo,AJUSTADO
RJAQTEENTR101 (L),20/02/2025,10,"1.224,536",Completo,AJUSTADO
RJAQTEENTR101 (L),20/02/2025,11,"1.253,648",Completo,AJUSTADO
RJAQTEENTR101 (L),20/02/2025,12,"1.156,247",Completo,AJUSTADO
RJAQTEENTR101 (L),20/02/2025,13,"1.008,644",Completo,AJUSTADO
RJAQTEENTR101 (L),20/02/2025,14,"1.178,794",Completo,AJUSTADO
RJAQTEENTR101 (L),20/02/2025,15,"1.188,242",Completo,AJUSTADO
RJAQTEENTR101 (L),20/02/2025,16,"1.139,074",Completo,AJUSTADO
RJAQTEENTR101 (L),20/02/2025,17,"951,156",Completo,AJUSTADO
RJAQTEENTR101 (L),20/02/2025,18,"455,724",Completo,AJUSTADO
RJAQTEENTR101 (L),20/02/2025,19,"39,654",Completo,AJUSTADO
RJAQTEENTR101 (L),20/02/2025,20,"39,518",Completo,AJUSTADO
RJAQTEENTR101 (L),20/02/2025,21,"38,908",Completo,AJUSTADO
RJAQTEENTR101 (L),20/02/2025,22,"29,018",Completo,AJUSTADO
RJAQTEENTR101 (L),20/02/2025,23,"27,608",Completo,AJUSTADO
RJAQTEENTR101 (L),20/02/2025,24,"27,293",Completo,AJUSTADO
RJAQTEENTR101 (L),21/02/2025,1,"27,017",Completo,AJUSTADO
RJAQTEENTR101 (L),21/02/2025,2,"25,155",Completo,AJUSTADO
RJAQTEENTR101 (L),21/02/2025,3,"24,912",Completo,AJUSTADO
RJAQTEENTR101 (L),21/02/2025,4,"24,521",Completo,AJUSTADO
RJAQTEENTR101 (L),21/02/2025,5,"25,811",Completo,AJUSTADO
RJAQTEENTR101 (L),21/02/2025,6,"49,667",Completo,AJUSTADO
RJAQTEENTR101 (L),21/02/2025,7,"169,404",Completo,AJUSTADO
RJAQTEENTR101 (L),21/02/2025,8,"1.154,176",Completo,AJUSTADO
RJAQTEENTR101 (L),21/02/2025,9,"1.051,520",Completo,AJUSTADO
RJAQTEENTR101 (L),21/02/2025,10,"1.103,473",Completo,AJUSTADO
RJAQTEENTR101 (L),21/02/2025,11,"1.083,456",Completo,AJUSTADO
RJAQTEENTR101 (L),21/02/2025,12,"1.110,095",Completo,AJUSTADO
RJAQTEENTR101 (L),21/02/2025,13,"356,293",Completo,AJUSTADO
RJAQTEENTR101 (L),21/02/2025,14,"1.021,002",Completo,AJUSTADO
RJAQTEENTR101 (L),21/02/2025,15,"1.068,698",Completo,AJUSTADO
RJAQTEENTR101 (L),21/02/2025,16,"1.156,633",Completo,AJUSTADO
RJAQTEENTR101 (L),21/02/2025,17,"881,947",Completo,AJUSTADO
RJAQTEENTR101 (L),21/02/2025,18,"46,030",Completo,AJUSTADO
RJAQTEENTR101 (L),21/02/2025,19,"32,470",Completo,AJUSTADO
RJAQTEENTR101 (L),21/02/2025,20,"30,603",Completo,AJUSTADO
RJAQTEENTR101 (L),21/02/2025,21,"29,495",Completo,AJUSTADO
RJAQTEENTR101 (L),21/02/2025,22,"27,885",Completo,AJUSTADO
RJAQTEENTR101 (L),21/02/2025,23,"28,027",Completo,AJUSTADO
RJAQTEENTR101 (L),21/02/2025,24,"26,322",Completo,AJUSTADO
RJAQTEENTR101 (L),22/02/2025,1,"25,736",Completo,AJUSTADO
RJAQTEENTR101 (L),22/02/2025,2,"25,690",Completo,AJUSTADO
RJAQTEENTR101 (L),22/02/2025,3,"20,874",Completo,AJUSTADO
RJAQTEENTR101 (L),22/02/2025,4,"18,832",Completo,AJUSTADO
RJAQTEENTR101 (L),22/02/2025,5,"41,168",Completo,AJUSTADO
RJAQTEENTR101 (L),22/02/2025,6,"868,455",Completo,AJUSTADO
RJAQTEENTR101 (L),22/02/2025,7,"1.151,716",Completo,AJUSTADO
RJAQTEENTR101 (L),22/02/2025,8,"1.140,261",Completo,AJUSTADO
RJAQTEENTR101 (L),22/02/2025,9,"1.118,889",Completo,AJUSTADO
RJAQTEENTR101 (L),22/02/2025,10,"1.151,351",Completo,AJUSTADO
RJAQTEENTR101 (L),22/02/2025,11,"1.145,427",Completo,AJUSTADO
RJAQTEENTR101 (L),22/02/2025,12,"1.158,834",Completo,AJUSTADO
RJAQTEENTR101 (L),22/02/2025,13,"1.096,594",Completo,AJUSTADO
RJAQTEENTR101 (L),22/02/2025,14,"1.130,594",Completo,AJUSTADO
RJAQTEENTR101 (L),22/02/2025,15,"1.087,312",Completo,AJUSTADO
RJAQTEENTR101 (L),22/02/2025,16,"1.064,706",Completo,AJUSTADO
RJAQTEENTR101 (L),22/02/2025,17,"1.082,085",Completo,AJUSTADO
RJAQTEENTR101 (L),22/02/2025,18,"1.078,934",Completo,AJUSTADO
RJAQTEENTR101 (L),22/02/2025,19,"1.185,937",Completo,AJUSTADO
RJAQTEENTR101 (L),22/02/2025,20,"1.113,599",Completo,AJUSTADO
RJAQTEENTR101 (L),22/02/2025,21,"109,509",Completo,AJUSTADO
RJAQTEENTR101 (L),22/02/2025,22,"39,937",Completo,AJUSTADO
RJAQTEENTR101 (L),22/02/2025,23,"35,803",Completo,AJUSTADO
RJAQTEENTR101 (L),22/02/2025,24,"24,119",Completo,AJUSTADO
RJAQTEENTR101 (L),23/02/2025,1,"22,851",Completo,AJUSTADO
RJAQTEENTR101 (L),23/02/2025,2,"22,412",Completo,AJUSTADO
RJAQTEENTR101 (L),23/02/2025,3,"22,248",Completo,AJUSTADO
RJAQTEENTR101 (L),23/02/2025,4,"21,911",Completo,AJUSTADO
RJAQTEENTR101 (L),23/02/2025,5,"21,611",Completo,AJUSTADO
RJAQTEENTR101 (L),23/02/2025,6,"21,413",Completo,AJUSTADO
RJAQTEENTR101 (L),23/02/2025,7,"22,366",Completo,AJUSTADO
RJAQTEENTR101 (L),23/02/2025,8,"17,507",Completo,AJUSTADO
RJAQTEENTR101 (L),23/02/2025,9,"14,503",Completo,AJUSTADO
RJAQTEENTR101 (L),23/02/2025,10,"3,206",Completo,AJUSTADO
RJAQTEENTR101 (L),23/02/2025,11,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),23/02/2025,12,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),23/02/2025,13,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),23/02/2025,14,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),23/02/2025,15,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),23/02/2025,16,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),23/02/2025,17,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),23/02/2025,18,"0,000",Completo,AJUSTADO
RJAQTEENTR101 (L),23/02/2025,19,"5,630",Completo,AJUSTADO
RJAQTEENTR101 (L),23/02/2025,20,"30,580",Completo,AJUSTADO
RJAQTEENTR101 (L),23/02/2025,21,"26,650",Completo,AJUSTADO
RJAQTEENTR101 (L),23/02/2025,22,"23,880",Completo,AJUSTADO
RJAQTEENTR101 (L),23/02/2025,23,"18,709",Completo,AJUSTADO
RJAQTEENTR101 (L),23/02/2025,24,"17,109",Completo,AJUSTADO
RJAQTEENTR101 (L),24/02/2025,1,"17,095",Completo,AJUSTADO
RJAQTEENTR101 (L),24/02/2025,2,"16,784",Completo,AJUSTADO
RJAQTEENTR101 (L),24/02/2025,3,"16,110",Completo,AJUSTADO
RJAQTEENTR101 (L),24/02/2025,4,"15,859",Completo,AJUSTADO
RJAQTEENTR101 (L),24/02/2025,5,"16,394",Completo,AJUSTADO
RJAQTEENTR101 (L),24/02/2025,6,"289,710",Completo,AJUSTADO
RJAQTEENTR101 (L),24/02/2025,7,"571,559",Completo,AJUSTADO
RJAQTEENTR101 (L),24/02/2025,8,"992,488",Completo,AJUSTADO
RJAQTEENTR101 (L),24/02/2025,9,"1.059,921",Completo,AJUSTADO
RJAQTEENTR101 (L),24/02/2025,10,"1.087,642",Completo,AJUSTADO
RJAQTEENTR101 (L),24/02/2025,11,"1.044,959",Completo,AJUSTADO
RJAQTEENTR101 (L),24/02/2025,12,"1.078,101",Completo,AJUSTADO
RJAQTEENTR101 (L),24/02/2025,13,"570,594",Completo,AJUSTADO
RJAQTEENTR101 (L),24/02/2025,14,"1.077,823",Completo,AJUSTADO
RJAQTEENTR101 (L),24/02/2025,15,"917,285",Completo,AJUSTADO
RJAQTEENTR101 (L),24/02/2025,16,"980,826",Completo,AJUSTADO
RJAQTEENTR101 (L),24/02/2025,17,"1.054,764",Completo,AJUSTADO
RJAQTEENTR101 (L),24/02/2025,18,"366,549",Completo,AJUSTADO
RJAQTEENTR101 (L),24/02/2025,19,"40,915",Completo,AJUSTADO
RJAQTEENTR101 (L),24/02/2025,20,"44,579",Completo,AJUSTADO
RJAQTEENTR101 (L),24/02/2025,21,"36,485",Completo,AJUSTADO
RJAQTEENTR101 (L),24/02/2025,22,"29,072",Completo,AJUSTADO
RJAQTEENTR101 (L),24/02/2025,23,"26,491",Completo,AJUSTADO
RJAQTEENTR101 (L),24/02/2025,24,"25,895",Completo,AJUSTADO
RJAQTEENTR101 (L),25/02/2025,1,"27,206",Completo,AJUSTADO
RJAQTEENTR101 (L),25/02/2025,2,"25,079",Completo,AJUSTADO
RJAQTEENTR101 (L),25/02/2025,3,"24,744",Completo,AJUSTADO
RJAQTEENTR101 (L),25/02/2025,4,"25,799",Completo,AJUSTADO
RJAQTEENTR101 (L),25/02/2025,5,"291,854",Completo,AJUSTADO
RJAQTEENTR101 (L),25/02/2025,6,"416,375",Completo,AJUSTADO
RJAQTEENTR101 (L),25/02/2025,7,"438,317",Completo,AJUSTADO
RJAQTEENTR101 (L),25/02/2025,8,"1.080,431",Completo,AJUSTADO
RJAQTEENTR101 (L),25/02/2025,9,"1.112,759",Completo,AJUSTADO
RJAQTEENTR101 (L),25/02/2025,10,"1.071,105",Completo,AJUSTADO
RJAQTEENTR101 (L),25/02/2025,11,"1.072,553",Completo,AJUSTADO
RJAQTEENTR101 (L),25/02/2025,12,"1.103,251",Completo,AJUSTADO
RJAQTEENTR101 (L),25/02/2025,13,"512,195",Completo,AJUSTADO
RJAQTEENTR101 (L),25/02/2025,14,"1.043,379",Completo,AJUSTADO
RJAQTEENTR101 (L),25/02/2025,15,"1.062,897",Completo,AJUSTADO
RJAQTEENTR101 (L),25/02/2025,16,"1.032,164",Completo,AJUSTADO
RJAQTEENTR101 (L),25/02/2025,17,"1.097,342",Completo,AJUSTADO
RJAQTEENTR101 (L),25/02/2025,18,"1.040,487",Completo,AJUSTADO
RJAQTEENTR101 (L),25/02/2025,19,"40,663",Completo,AJUSTADO
RJAQTEENTR101 (L),25/02/2025,20,"35,929",Completo,AJUSTADO
RJAQTEENTR101 (L),25/02/2025,21,"35,933",Completo,AJUSTADO
RJAQTEENTR101 (L),25/02/2025,22,"35,848",Completo,AJUSTADO
RJAQTEENTR101 (L),25/02/2025,23,"32,117",Completo,AJUSTADO
RJAQTEENTR101 (L),25/02/2025,24,"32,001",Completo,AJUSTADO
RJAQTEENTR101 (L),26/02/2025,1,"22,798",Completo,AJUSTADO
RJAQTEENTR101 (L),26/02/2025,2,"19,053",Completo,AJUSTADO
RJAQTEENTR101 (L),26/02/2025,3,"18,106",Completo,AJUSTADO
RJAQTEENTR101 (L),26/02/2025,4,"16,454",Completo,AJUSTADO
RJAQTEENTR101 (L),26/02/2025,5,"399,100",Completo,AJUSTADO
RJAQTEENTR101 (L),26/02/2025,6,"992,931",Completo,AJUSTADO
RJAQTEENTR101 (L),26/02/2025,7,"1.020,363",Completo,AJUSTADO
RJAQTEENTR101 (L),26/02/2025,8,"1.083,631",Completo,AJUSTADO
RJAQTEENTR101 (L),26/02/2025,9,"1.116,057",Completo,AJUSTADO
RJAQTEENTR101 (L),26/02/2025,10,"1.099,472",Completo,AJUSTADO
RJAQTEENTR101 (L),26/02/2025,11,"1.104,888",Completo,AJUSTADO
RJAQTEENTR101 (L),26/02/2025,12,"1.131,341",Completo,AJUSTADO
RJAQTEENTR101 (L),26/02/2025,13,"1.069,107",Completo,AJUSTADO
RJAQTEENTR101 (L),26/02/2025,14,"1.143,160",Completo,AJUSTADO
RJAQTEENTR101 (L),26/02/2025,15,"1.099,011",Completo,AJUSTADO
RJAQTEENTR101 (L),26/02/2025,16,"1.095,401",Completo,AJUSTADO
RJAQTEENTR101 (L),26/02/2025,17,"1.121,112",Completo,AJUSTADO
RJAQTEENTR101 (L),26/02/2025,18,"999,053",Completo,AJUSTADO
RJAQTEENTR101 (L),26/02/2025,19,"41,854",Completo,AJUSTADO
RJAQTEENTR101 (L),26/02/2025,20,"43,979",Completo,AJUSTADO
RJAQTEENTR101 (L),26/02/2025,21,"41,917",Completo,AJUSTADO
RJAQTEENTR101 (L),26/02/2025,22,"40,954",Completo,AJUSTADO
RJAQTEENTR101 (L),26/02/2025,23,"35,049",Completo,AJUSTADO
RJAQTEENTR101 (L),26/02/2025,24,"23,059",Completo,AJUSTADO
RJAQTEENTR101 (L),27/02/2025,1,"19,218",Completo,AJUSTADO
RJAQTEENTR101 (L),27/02/2025,2,"18,842",Completo,AJUSTADO
RJAQTEENTR101 (L),27/02/2025,3,"18,199",Completo,AJUSTADO
RJAQTEENTR101 (L),27/02/2025,4,"17,116",Completo,AJUSTADO
RJAQTEENTR101 (L),27/02/2025,5,"15,910",Completo,AJUSTADO
RJAQTEENTR101 (L),27/02/2025,6,"301,960",Completo,AJUSTADO
RJAQTEENTR101 (L),27/02/2025,7,"456,498",Completo,AJUSTADO
RJAQTEENTR101 (L),27/02/2025,8,"1.091,668",Completo,AJUSTADO
RJAQTEENTR101 (L),27/02/2025,9,"1.051,540",Completo,AJUSTADO
RJAQTEENTR101 (L),27/02/2025,10,"1.093,607",Completo,AJUSTADO
RJAQTEENTR101 (L),27/02/2025,11,"1.174,696",Completo,AJUSTADO
RJAQTEENTR101 (L),27/02/2025,12,"1.185,223",Completo,AJUSTADO
RJAQTEENTR101 (L),27/02/2025,13,"593,870",Completo,AJUSTADO
RJAQTEENTR101 (L),27/02/2025,14,"1.100,113",Completo,AJUSTADO
RJAQTEENTR101 (L),27/02/2025,15,"1.135,122",Completo,AJUSTADO
RJAQTEENTR101 (L),27/02/2025,16,"1.169,578",Completo,AJUSTADO
RJAQTEENTR101 (L),27/02/2025,17,"1.198,867",Completo,AJUSTADO
RJAQTEENTR101 (L),27/02/2025,18,"465,521",Completo,AJUSTADO
RJAQTEENTR101 (L),27/02/2025,19,"36,193",Completo,AJUSTADO
RJAQTEENTR101 (L),27/02/2025,20,"38,113",Completo,AJUSTADO
RJAQTEENTR101 (L),27/02/2025,21,"36,115",Completo,AJUSTADO
RJAQTEENTR101 (L),27/02/2025,22,"28,741",Completo,AJUSTADO
RJAQTEENTR101 (L),27/02/2025,23,"25,220",Completo,AJUSTADO
RJAQTEENTR101 (L),27/02/2025,24,"22,176",Completo,AJUSTADO
RJAQTEENTR101 (L),28/02/2025,1,"17,808",Completo,AJUSTADO
RJAQTEENTR101 (L),28/02/2025,2,"17,849",Completo,AJUSTADO
RJAQTEENTR101 (L),28/02/2025,3,"17,933",Completo,AJUSTADO
RJAQTEENTR101 (L),28/02/2025,4,"17,768",Completo,AJUSTADO
RJAQTEENTR101 (L),28/02/2025,5,"17,503",Completo,AJUSTADO
RJAQTEENTR101 (L),28/02/2025,6,"384,836",Completo,AJUSTADO
RJAQTEENTR101 (L),28/02/2025,7,"595,774",Completo,AJUSTADO
RJAQTEENTR101 (L),28/02/2025,8,"970,966",Completo,AJUSTADO
RJAQTEENTR101 (L),28/02/2025,9,"1.174,534",Completo,AJUSTADO
RJAQTEENTR101 (L),28/02/2025,10,"1.159,846",Completo,AJUSTADO
RJAQTEENTR101 (L),28/02/2025,11,"1.210,586",Completo,AJUSTADO
RJAQTEENTR101 (L),28/02/2025,12,"1.197,878",Completo,AJUSTADO
RJAQTEENTR101 (L),28/02/2025,13,"628,392",Completo,AJUSTADO
RJAQTEENTR101 (L),28/02/2025,14,"1.149,299",Completo,AJUSTADO
RJAQTEENTR101 (L),28/02/2025,15,"1.131,196",Completo,AJUSTADO
RJAQTEENTR101 (L),28/02/2025,16,"1.150,468",Completo,AJUSTADO
RJAQTEENTR101 (L),28/02/2025,17,"1.119,947",Completo,AJUSTADO
RJAQTEENTR101 (L),28/02/2025,18,"343,303",Completo,AJUSTADO
RJAQTEENTR101 (L),28/02/2025,19,"32,169",Completo,AJUSTADO
RJAQTEENTR101 (L),28/02/2025,20,"35,164",Completo,AJUSTADO
RJAQTEENTR101 (L),28/02/2025,21,"35,900",Completo,AJUSTADO
RJAQTEENTR101 (L),28/02/2025,22,"28,669",Completo,AJUSTADO
RJAQTEENTR101 (L),28/02/2025,23,"26,852",Completo,AJUSTADO
RJAQTEENTR101 (L),28/02/2025,24,"26,769",Completo,AJUSTADO
RJAQTEENTR101 (L),01/11/2025,1,"20,277",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),01/11/2025,2,"22,959",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),01/11/2025,3,"20,412",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),01/11/2025,4,"16,105",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),01/11/2025,5,"15,022",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),01/11/2025,6,"375,125",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),01/11/2025,7,"457,643",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),01/11/2025,8,"451,232",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),01/11/2025,9,"451,757",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),01/11/2025,10,"455,004",Completo,COLETA DIÁRIA
